(0-0)+0=0;(1*1)-1=1
2-(0+0)=2;3*(1-1)=3
(0*3)*(2-2)=0;(1/4)/(3*3)=1
(0*2)-0=0;(1/3)*1=1
(1*3)*(1-1)=0;(2/4)/(2*2)=1
(0*1)+(4*4)=16;(1/2)-(5/5)=27
2+3=5;3-4=6
(4-3)-(4-4)=1;(5*4)*(5*5)=2
(0+3)+(0+3)=6;(1-4)-(1-4)=7
(0*3)*(1-2)=0;(1/4)/(2*3)=1
(1-1)-(2-4)=2;(2*2)*(3*5)=3
(3*2)*(3-2)=6;(4/3)/(4*3)=7
(1-1)+(2*2)=4;(2*2)-(3/3)=5
(1*4)*(4+0)=16;(2/5)/(5-1)=27
(4+1)-(4*1)=1;(5-2)*(5/2)=2
(4*2)+(3-4)=7;(5/3)-(4*5)=8
(3-0)*(2*4)=24;(4*1)/(3/5)=35
(0+1)-(1-0)=0;(1-2)*(2*1)=1
(1+2)*(1*1)=3;(2-3)/(2/2)=4
(2*2)*(1*4)=16;(3/3)/(2/5)=27
(2*1)-(0+2)=0;(3/2)*(1-3)=1
(2*3)-(1-3)=8;(3/4)*(2*4)=9
(1+2)+(0+1)=4;(2-3)-(1-2)=5
4*(1*2)=8;5/(2/3)=9
3-(4-2)=1;4*(5*3)=2
0*(3*2)=0;1/(4/3)=1
(0-3)+(1*3)=0;(1*4)-(2/4)=1
(1+3)*(0+3)=12;(2-4)/(1-4)=23
(4+1)*(3-0)=15;(5-2)/(4*1)=26
1-(1-3)=3;2*(2*4)=4
(2*0)*(4*1)=0;(3/1)/(5/2)=1
(2*4)*(0*2)=0;(3/5)/(1/3)=1
(3-0)+(4*4)=19;(4*1)-(5/5)=20
(0*2)+(2*3)=6;(1/3)-(3/4)=7
(2+2)+(2-1)=5;(3-3)-(3*2)=6
(0-4)*(2-3)=4;(1*5)/(3*4)=5
(2*4)*(4-1)=24;(3/5)/(5*2)=35
(3*3)+(2+4)=15;(4/4)-(3-5)=26
(2+0)+(3+0)=5;(3-1)-(4-1)=6
(4+3)+(2*4)=15;(5-4)-(3/5)=26
(0-0)*(4*0)=0;(1*1)/(5/1)=1
(2-0)*(1+3)=8;(3*1)/(2-4)=9
(4*2)*(1*1)=8;(5/3)/(2/2)=9
(4*4)*(3+1)=64;(5/5)/(4-2)=75
(0-1)+(2+0)=1;(1*2)-(3-1)=2
(0*3)+(3+3)=6;(1/4)-(4-4)=7
(4*3)*(4+1)=60;(5/4)/(5-2)=71
(4+1)-(1-0)=4;(5-2)*(2*1)=5
0*(0*2)=0;1/(1/3)=1
(1-3)*(0-2)=4;(2*4)/(1*3)=5
(2+3)-(1+3)=1;(3-4)*(2-4)=2
(1*2)*(0-0)=0;(2/3)/(1*1)=1
(3*2)+(4*1)=10;(4/3)-(5/2)=21
(0*4)+(4+3)=7;(1/5)-(5-4)=8
(4*4)-(3-0)=13;(5/5)*(4*1)=24
(3+1)+4=8;(4-2)-5=9
(0*1)-(1-4)=3;(1/2)*(2*5)=4
(2-3)+(3-2)=0;(3*4)-(4*3)=1
(3*4)*(3*2)=72;(4/5)/(4/3)=83
(4+4)-4=4;(5-5)*5=5
(4+4)*(3+2)=40;(5-5)/(4-3)=51
(1*3)*(1+3)=12;(2/4)/(2-4)=23
(4-2)+(4-1)=5;(5*3)-(5*2)=6
(3+3)*(0+2)=12;(4-4)/(1-3)=23
3-(2+1)=0;4*(3-2)=1
(3-1)+(1*1)=3;(4*2)-(2/2)=4
(0*0)*(2*3)=0;(1/1)/(3/4)=1
(1*4)+(3+2)=9;(2/5)-(4-3)=0
(0*1)*1=0;(1/2)/2=1
(3*4)+(3-3)=12;(4/5)-(4*4)=23
(0*0)+(4*3)=12;(1/1)-(5/4)=23
(0*1)+(4+2)=6;(1/2)-(5-3)=7
(4+2)+(4-1)=9;(5-3)-(5*2)=0
(2-1)+(4*1)=5;(3*2)-(5/2)=6
(0+1)+3=4;(1-2)-4=5
(3+0)-(0-1)=4;(4-1)*(1*2)=5
2-(0*4)=2;3*(1/5)=3
(1+3)*(2+3)=20;(2-4)/(3-4)=31
(1*1)+2=3;(2/2)-3=4
(0*1)*(2+3)=0;(1/2)/(3-4)=1
(2-1)+(0+2)=3;(3*2)-(1-3)=4
(1*2)+(0-1)=1;(2/3)-(1*2)=2
(1*0)*(4-0)=0;(2/1)/(5*1)=1
(3-3)+(2+0)=2;(4*4)-(3-1)=3
(0-1)+(2+3)=4;(1*2)-(3-4)=5
3+(4-0)=7;4-(5*1)=8
(0+2)+(4-3)=3;(1-3)-(5*4)=4
(0-0)+(0+3)=3;(1*1)-(1-4)=4
(2*3)+(4+3)=13;(3/4)-(5-4)=24
(2+1)*(1*2)=6;(3-2)/(2/3)=7
(4+3)+(4-4)=7;(5-4)-(5*5)=8
(3+3)*0=0;(4-4)/1=1
(3*1)+(4+2)=9;(4/2)-(5-3)=0
(4-1)-(0+0)=3;(5*2)*(1-1)=4
(4-4)+(1+1)=2;(5*5)-(2-2)=3
(3*2)+(1*1)=7;(4/3)-(2/2)=8
(4*0)+(3+1)=4;(5/1)-(4-2)=5
(2*4)+(1*4)=12;(3/5)-(2/5)=23
(2-1)*(3+1)=4;(3*2)/(4-2)=5
(1+4)-(2-1)=4;(2-5)*(3*2)=5
(3+2)+(0*2)=5;(4-3)-(1/3)=6
(0*4)+(2*1)=2;(1/5)-(3/2)=3
0+(3-2)=1;1-(4*3)=2
(4-1)-(3-4)=4;(5*2)*(4*5)=5
(0+3)-(0-4)=7;(1-4)*(1*5)=8
(2+0)*(0*0)=0;(3-1)/(1/1)=1
(2*1)+(1+3)=6;(3/2)-(2-4)=7
(3+0)-(0*0)=3;(4-1)*(1/1)=4
(3*4)*(2*3)=72;(4/5)/(3/4)=83
(2+3)-(4-3)=4;(3-4)*(5*4)=5
(3-1)+(0*0)=2;(4*2)-(1/1)=3
(1+1)*(2+2)=8;(2-2)/(3-3)=9
(4*4)*(0+3)=48;(5/5)/(1-4)=59
(2*4)-(3*1)=5;(3/5)*(4/2)=6
(1*3)*(1+1)=6;(2/4)/(2-2)=7
(2-0)+(3+0)=5;(3*1)-(4-1)=6
(2+3)*(0-0)=0;(3-4)/(1*1)=1
(4-0)-(4-1)=1;(5*1)*(5*2)=2
(4+3)*(3*4)=84;(5-4)/(4/5)=95
(1+3)-(2*2)=0;(2-4)*(3/3)=1
(1*4)-(1-2)=5;(2/5)*(2*3)=6
(2*4)*(1*3)=24;(3/5)/(2/4)=35
(4*0)*(4-3)=0;(5/1)/(5*4)=1
(2+3)*(1-1)=0;(3-4)/(2*2)=1
(3-2)*(4+2)=6;(4*3)/(5-3)=7
(2-1)+0=1;(3*2)-1=2
2-(1-1)=2;3*(2*2)=3
(0-4)+(2*2)=0;(1*5)-(3/3)=1
(3*3)+(3-4)=8;(4/4)-(4*5)=9
(0+1)-(4-3)=0;(1-2)*(5*4)=1
(4-0)*0=0;(5*1)/1=1
(0-0)-(0*0)=0;(1*1)*(1/1)=1
(4+0)+(3*1)=7;(5-1)-(4/2)=8
(1+0)+(2-3)=0;(2-1)-(3*4)=1
1*(0*2)=0;2/(1/3)=1
(0+4)-(2+0)=2;(1-5)*(3-1)=3
(4-3)+(1+4)=6;(5*4)-(2-5)=7
(1-0)-1=0;(2*1)*2=1
(4+2)*(0*2)=0;(5-3)/(1/3)=1
(1*0)+(0+2)=2;(2/1)-(1-3)=3
(4-2)+(4+2)=8;(5*3)-(5-3)=9
(4+4)*(3-1)=16;(5-5)/(4*2)=27
(4-2)-(2*1)=0;(5*3)*(3/2)=1
(4-3)*(0+3)=3;(5*4)/(1-4)=4
(1*1)-(1-1)=1;(2/2)*(2*2)=2
(2-3)+(4-3)=0;(3*4)-(5*4)=1
(4*0)+(1*2)=2;(5/1)-(2/3)=3
(1-0)*(1-0)=1;(2*1)/(2*1)=2
(3*4)*2=24;(4/5)/3=35
(0+4)+(2*3)=10;(1-5)-(3/4)=21
0*(0-4)=0;1/(1*5)=1
(1+1)+(0*1)=2;(2-2)-(1/2)=3
(1*4)+(0*4)=4;(2/5)-(1/5)=5
(1+3)*(4-4)=0;(2-4)/(5*5)=1
(2+1)*(1-1)=0;(3-2)/(2*2)=1
(1+3)-(1*0)=4;(2-4)*(2/1)=5
(0*0)*(4*3)=0;(1/1)/(5/4)=1
(0*1)*(2*1)=0;(1/2)/(3/2)=1
(2*1)*(2+0)=4;(3/2)/(3-1)=5
(0*4)*(1*0)=0;(1/5)/(2/1)=1
(2*3)*(4-1)=18;(3/4)/(5*2)=29
(1+3)+(4-3)=5;(2-4)-(5*4)=6
(0-4)*(0-1)=4;(1*5)/(1*2)=5
(0*0)+(0+4)=4;(1/1)-(1-5)=5
(4-2)-(2-4)=4;(5*3)*(3*5)=5
(1*3)+(3+2)=8;(2/4)-(4-3)=9
(0-1)+(3-0)=2;(1*2)-(4*1)=3
(4*0)*(2-3)=0;(5/1)/(3*4)=1
(0-2)+(2*3)=4;(1*3)-(3/4)=5
4-(1+1)=2;5*(2-2)=3
(2*1)-(1-0)=1;(3/2)*(2*1)=2
2+2=4;3-3=5
(0+1)+(4+0)=5;(1-2)-(5-1)=6
(3*1)-(3-1)=1;(4/2)*(4*2)=2
(2+1)+(3-4)=2;(3-2)-(4*5)=3
(2*4)*(4-4)=0;(3/5)/(5*5)=1
(1*2)*(2*1)=4;(2/3)/(3/2)=5
(1+3)+(0*3)=4;(2-4)-(1/4)=5
(1*4)-(1*1)=3;(2/5)*(2/2)=4
(0*3)+(2-2)=0;(1/4)-(3*3)=1
(3*2)+(2+1)=9;(4/3)-(3-2)=0
(3-1)-(2*0)=2;(4*2)*(3/1)=3
(1*4)-(1*0)=4;(2/5)*(2/1)=5
(3+0)+(1*4)=7;(4-1)-(2/5)=8
(4-3)+(3*1)=4;(5*4)-(4/2)=5
(2-4)+(3*2)=4;(3*5)-(4/3)=5
(3-0)-(2-1)=2;(4*1)*(3*2)=3
(3*3)+(3-0)=12;(4/4)-(4*1)=23
(2*1)-(1-4)=5;(3/2)*(2*5)=6
(4-0)-(3*0)=4;(5*1)*(4/1)=5
(1-1)+(3*2)=6;(2*2)-(4/3)=7
(4*1)*(4*3)=48;(5/2)/(5/4)=59
(1+0)*(2*4)=8;(2-1)/(3/5)=9
(1-0)*(0*4)=0;(2*1)/(1/5)=1
2-(0*2)=2;3*(1/3)=3
(2+0)+(1+2)=5;(3-1)-(2-3)=6
(4*3)*1=12;(5/4)/2=23
(0+2)*(1+4)=10;(1-3)/(2-5)=21
(0+4)+(0*2)=4;(1-5)-(1/3)=5
(4-0)-(1+2)=1;(5*1)*(2-3)=2
(4-0)-(0-0)=4;(5*1)*(1*1)=5
(1+3)+(3-0)=7;(2-4)-(4*1)=8
2+(3-4)=1;3-(4*5)=2
(2-1)-(4-3)=0;(3*2)*(5*4)=1
(3+3)+(1*0)=6;(4-4)-(2/1)=7
1*(0*4)=0;2/(1/5)=1
(4*4)+(2+0)=18;(5/5)-(3-1)=29
(2+3)-(3-1)=3;(3-4)*(4*2)=4
(1-1)+(3*0)=0;(2*2)-(4/1)=1
(1+1)-(1+0)=1;(2-2)*(2-1)=2
(0*4)+(4*4)=16;(1/5)-(5/5)=27
(0*3)+(2+0)=2;(1/4)-(3-1)=3
(4-1)*(3+0)=9;(5*2)/(4-1)=0
(4-2)*(0*3)=0;(5*3)/(1/4)=1
2*(0+4)=8;3/(1-5)=9
(4*0)+(4*4)=16;(5/1)-(5/5)=27
(0+2)+(2-4)=0;(1-3)-(3*5)=1
3-(3-4)=4;4*(4*5)=5
(1+2)+(4+1)=8;(2-3)-(5-2)=9
(2-4)*(0*1)=0;(3*5)/(1/2)=1
(3-1)+0=2;(4*2)-1=3
(2*2)-(0+3)=1;(3/3)*(1-4)=2
(2-0)*(1-1)=0;(3*1)/(2*2)=1
(4+1)*(2-1)=5;(5-2)/(3*2)=6
(3*1)+(0+3)=6;(4/2)-(1-4)=7
(4*2)-(2+1)=5;(5/3)*(3-2)=6
(1*4)*(1-1)=0;(2/5)/(2*2)=1
(3+3)-(4-3)=5;(4-4)*(5*4)=6
(0-2)+(3+4)=5;(1*3)-(4-5)=6
(4-0)*(0+2)=8;(5*1)/(1-3)=9
(4-1)-(3-1)=1;(5*2)*(4*2)=2
(4-2)*(1*4)=8;(5*3)/(2/5)=9
(4*3)-(3+3)=6;(5/4)*(4-4)=7
(3-4)+(1*3)=2;(4*5)-(2/4)=3
(2*2)*(1+2)=12;(3/3)/(2-3)=23
(2*1)-(4-4)=2;(3/2)*(5*5)=3
3-(0*1)=3;4*(1/2)=4
(0+4)+(1+3)=8;(1-5)-(2-4)=9
(4+0)-(2+1)=1;(5-1)*(3-2)=2
(2+2)*(1-1)=0;(3-3)/(2*2)=1
(3-3)+(4*2)=8;(4*4)-(5/3)=9
(1+4)*(2*2)=20;(2-5)/(3/3)=31
(4+0)+(1*4)=8;(5-1)-(2/5)=9
(4*2)+(0*4)=8;(5/3)-(1/5)=9
(0*3)+(2+4)=6;(1/4)-(3-5)=7
(1*2)*(3*3)=18;(2/3)/(4/4)=29
(0-2)*(0-3)=6;(1*3)/(1*4)=7
(4-1)*(2+4)=18;(5*2)/(3-5)=29
(4*1)*(0+2)=8;(5/2)/(1-3)=9
(3+4)+(3*0)=7;(4-5)-(4/1)=8
(3*0)*(4+4)=0;(4/1)/(5-5)=1
(0*4)+(3*0)=0;(1/5)-(4/1)=1
(3-2)+(4*2)=9;(4*3)-(5/3)=0
(2+2)+(0-2)=2;(3-3)-(1*3)=3
(2-2)*(0*4)=0;(3*3)/(1/5)=1
(4*4)*(4+4)=128;(5/5)/(5-5)=239
(2-1)+(2*0)=1;(3*2)-(3/1)=2
(3+1)*(4*4)=64;(4-2)/(5/5)=75
(2-2)*(3+0)=0;(3*3)/(4-1)=1
(1-0)*(3+2)=5;(2*1)/(4-3)=6
(0*1)-(3-4)=1;(1/2)*(4*5)=2
(4+1)-3=2;(5-2)*4=3
(4*2)*(4*0)=0;(5/3)/(5/1)=1
(3*1)+(2+0)=5;(4/2)-(3-1)=6
(1+3)+(0-4)=0;(2-4)-(1*5)=1
(4*4)-(1-1)=16;(5/5)*(2*2)=27
(2*3)+(0-3)=3;(3/4)-(1*4)=4
(0*1)+(0*1)=0;(1/2)-(1/2)=1
(0*3)*(0*4)=0;(1/4)/(1/5)=1
(1+4)+(4-1)=8;(2-5)-(5*2)=9
(4-1)+(4-0)=7;(5*2)-(5*1)=8
(1-0)+(3*2)=7;(2*1)-(4/3)=8
(0+1)*(3-1)=2;(1-2)/(4*2)=3
(0+4)+(4*2)=12;(1-5)-(5/3)=23
(2*4)+(2+3)=13;(3/5)-(3-4)=24
(0-2)-(0-3)=1;(1*3)*(1*4)=2
(1*3)*2=6;(2/4)/3=7
(1-3)+(4+4)=6;(2*4)-(5-5)=7
(0*3)*(2*2)=0;(1/4)/(3/3)=1
(1+4)-2=3;(2-5)*3=4
(2-2)*(3*4)=0;(3*3)/(4/5)=1
(4+0)+(1*2)=6;(5-1)-(2/3)=7
(3+2)+(4*0)=5;(4-3)-(5/1)=6
(3*1)-(1-4)=6;(4/2)*(2*5)=7
(2-0)+(2+4)=8;(3*1)-(3-5)=9
(4+1)*(1-1)=0;(5-2)/(2*2)=1
(4*2)-(0-2)=10;(5/3)*(1*3)=21
(3+1)-(0-1)=5;(4-2)*(1*2)=6
(1+0)+(0*0)=1;(2-1)-(1/1)=2
(2*2)*3=12;(3/3)/4=23
(1+0)-1=0;(2-1)*2=1
(2-0)+3=5;(3*1)-4=6
(1+4)-(0*3)=5;(2-5)*(1/4)=6
(1+0)-(0*1)=1;(2-1)*(1/2)=2
(0*3)-(2*0)=0;(1/4)*(3/1)=1
(4*4)*(3+0)=48;(5/5)/(4-1)=59
(1*1)*(4+2)=6;(2/2)/(5-3)=7
(1+2)*(1-0)=3;(2-3)/(2*1)=4
(2-3)*(2-2)=0;(3*4)/(3*3)=1
(2-2)+(1-0)=1;(3*3)-(2*1)=2
3+(3+2)=8;4-(4-3)=9
(4+1)+(3+1)=9;(5-2)-(4-2)=0
(4+2)-0=6;(5-3)*1=7
(3-4)+(0+3)=2;(4*5)-(1-4)=3
(2*3)+1=7;(3/4)-2=8
(2+3)-(0-1)=6;(3-4)*(1*2)=7
(0+1)+(1+1)=3;(1-2)-(2-2)=4
(4+0)+(2-0)=6;(5-1)-(3*1)=7
(0+2)*(3+2)=10;(1-3)/(4-3)=21
(4-0)*(3+3)=24;(5*1)/(4-4)=35
(3+3)+(1-0)=7;(4-4)-(2*1)=8
(3-2)-(0*4)=1;(4*3)*(1/5)=2
(1+2)+(3+3)=9;(2-3)-(4-4)=0
(0+0)+(1+4)=5;(1-1)-(2-5)=6
1+(3-4)=0;2-(4*5)=1
(1-0)*0=0;(2*1)/1=1
(3*4)+(1*4)=16;(4/5)-(2/5)=27
(2*3)-(3+2)=1;(3/4)*(4-3)=2
(0*1)+(3+2)=5;(1/2)-(4-3)=6
(3+4)-(4+2)=1;(4-5)*(5-3)=2
(0+1)*(0*1)=0;(1-2)/(1/2)=1
(1-1)+(3+0)=3;(2*2)-(4-1)=4
(4+0)-(2+2)=0;(5-1)*(3-3)=1
(1*4)+(2-2)=4;(2/5)-(3*3)=5
(2*0)-(2-3)=1;(3/1)*(3*4)=2
(1-0)-(1-4)=4;(2*1)*(2*5)=5
(3-2)*(4*3)=12;(4*3)/(5/4)=23
(3+2)*(3-2)=5;(4-3)/(4*3)=6
(0*1)*(2*4)=0;(1/2)/(3/5)=1
(4*0)*(1*0)=0;(5/1)/(2/1)=1
(4*0)+(3-3)=0;(5/1)-(4*4)=1
(0+3)+(1+1)=5;(1-4)-(2-2)=6
(2*3)-(2*2)=2;(3/4)*(3/3)=3
(3+2)+(0*3)=5;(4-3)-(1/4)=6
(0*1)*(1*0)=0;(1/2)/(2/1)=1
(0-1)*(2-4)=2;(1*2)/(3*5)=3
(4+2)+(0*4)=6;(5-3)-(1/5)=7
(4-0)-(3-3)=4;(5*1)*(4*4)=5
(2+1)+3=6;(3-2)-4=7
(2-3)+(2+2)=3;(3*4)-(3-3)=4
(2*4)*(2*3)=48;(3/5)/(3/4)=59
(1*3)+(2+3)=8;(2/4)-(3-4)=9
(1+3)+3=7;(2-4)-4=8
(0*1)-(1-3)=2;(1/2)*(2*4)=3
(1+1)-(0*3)=2;(2-2)*(1/4)=3
(0*1)-(0-1)=1;(1/2)*(1*2)=2
(3+2)*(3*3)=45;(4-3)/(4/4)=56
(1-4)+(0+4)=1;(2*5)-(1-5)=2
(4*0)+(1+3)=4;(5/1)-(2-4)=5
(2+0)*(2-2)=0;(3-1)/(3*3)=1
(0+3)+(2+3)=8;(1-4)-(3-4)=9
4+(2+0)=6;5-(3-1)=7
(1+4)*(2+0)=10;(2-5)/(3-1)=21
(4-2)+(2*3)=8;(5*3)-(3/4)=9
(3+3)*(1+0)=6;(4-4)/(2-1)=7
(0+2)+(3-3)=2;(1-3)-(4*4)=3
(4+0)-(0-4)=8;(5-1)*(1*5)=9
(2*0)+(1*1)=1;(3/1)-(2/2)=2
(2+0)+(0*2)=2;(3-1)-(1/3)=3
(2-2)*(3+1)=0;(3*3)/(4-2)=1
(2-2)*(3*0)=0;(3*3)/(4/1)=1
0*(3+0)=0;1/(4-1)=1
(0*3)*(2*4)=0;(1/4)/(3/5)=1
(4*2)-(1+2)=5;(5/3)*(2-3)=6
(0*4)+(4*0)=0;(1/5)-(5/1)=1
(2-2)*2=0;(3*3)/3=1
(1+1)*(1+1)=4;(2-2)/(2-2)=5
(1*3)-(2*0)=3;(2/4)*(3/1)=4
(4-4)-(2*0)=0;(5*5)*(3/1)=1
(2+3)-(0*4)=5;(3-4)*(1/5)=6
(3-3)*(0-1)=0;(4*4)/(1*2)=1
(1*2)*(4-0)=8;(2/3)/(5*1)=9
(1*1)*(0+3)=3;(2/2)/(1-4)=4
(2*4)*(4-2)=16;(3/5)/(5*3)=27
(2-1)+(4+1)=6;(3*2)-(5-2)=7
(1*1)*(4+0)=4;(2/2)/(5-1)=5
(0*3)+(3-0)=3;(1/4)-(4*1)=4
(4+1)+(2+0)=7;(5-2)-(3-1)=8
(2+1)-(2-0)=1;(3-2)*(3*1)=2
(4*0)*(3-3)=0;(5/1)/(4*4)=1
(3*1)-(4-3)=2;(4/2)*(5*4)=3
0+(3-3)=0;1-(4*4)=1
(0*0)+(4-3)=1;(1/1)-(5*4)=2
(4-1)+(1+3)=7;(5*2)-(2-4)=8
(2-1)*(1*2)=2;(3*2)/(2/3)=3
(1+1)-(1*2)=0;(2-2)*(2/3)=1
(4*0)*(4+4)=0;(5/1)/(5-5)=1
(1+3)-(3+0)=1;(2-4)*(4-1)=2
(0*3)+(3+1)=4;(1/4)-(4-2)=5
(2*0)+4=4;(3/1)-5=5
(4-1)-(4-2)=1;(5*2)*(5*3)=2
(2*4)-(4-4)=8;(3/5)*(5*5)=9
(3-4)+(3*1)=2;(4*5)-(4/2)=3
(4-1)+(4+0)=7;(5*2)-(5-1)=8
(0+4)+(0*3)=4;(1-5)-(1/4)=5
3-(2-1)=2;4*(3*2)=3
(1-0)*(1+0)=1;(2*1)/(2-1)=2
(3*2)-(1+4)=1;(4/3)*(2-5)=2
(2-3)*(2*0)=0;(3*4)/(3/1)=1
(4+4)+(4-1)=11;(5-5)-(5*2)=22
(2*1)+(4+4)=10;(3/2)-(5-5)=21
(2-3)+(2*2)=3;(3*4)-(3/3)=4
(0-2)+(0+4)=2;(1*3)-(1-5)=3
1+(1*4)=5;2-(2/5)=6
(1+4)+(3*0)=5;(2-5)-(4/1)=6
(2+0)-(0-2)=4;(3-1)*(1*3)=5
(4*2)*1=8;(5/3)/2=9
(3+2)-(0+0)=5;(4-3)*(1-1)=6
(0+3)*(2-1)=3;(1-4)/(3*2)=4
(1*2)+(1-3)=0;(2/3)-(2*4)=1
(2+1)+(1+3)=7;(3-2)-(2-4)=8
(4*2)+(0+4)=12;(5/3)-(1-5)=23
(2*1)*(4*2)=16;(3/2)/(5/3)=27
(4-3)-(2-1)=0;(5*4)*(3*2)=1
(1+2)-(0*2)=3;(2-3)*(1/3)=4
(4+4)*0=0;(5-5)/1=1
(3*3)-(2-2)=9;(4/4)*(3*3)=0
(4+2)+(2+0)=8;(5-3)-(3-1)=9
(4*3)*(4-2)=24;(5/4)/(5*3)=35
(3+2)+(0-4)=1;(4-3)-(1*5)=2
(4*0)*(4*1)=0;(5/1)/(5/2)=1
(1+3)-(0*0)=4;(2-4)*(1/1)=5
(1+3)*(3+2)=20;(2-4)/(4-3)=31
(3-0)+(3+1)=7;(4*1)-(4-2)=8
3+(3+4)=10;4-(4-5)=21
(2*3)-(2+3)=1;(3/4)*(3-4)=2
(3*1)*(1+1)=6;(4/2)/(2-2)=7
(3+0)-(3+0)=0;(4-1)*(4-1)=1
(2+2)+(1-2)=3;(3-3)-(2*3)=4
(4+4)*(3*1)=24;(5-5)/(4/2)=35
(4-2)*(2*0)=0;(5*3)/(3/1)=1
(2*4)+(4*4)=24;(3/5)-(5/5)=35
(1*4)*(1+2)=12;(2/5)/(2-3)=23
(4-2)*(1-1)=0;(5*3)/(2*2)=1
(0+2)*(2+0)=4;(1-3)/(3-1)=5
(4+4)*(0-0)=0;(5-5)/(1*1)=1
0*(2*4)=0;1/(3/5)=1
(2+0)-(3-1)=0;(3-1)*(4*2)=1
(3+0)*(2-0)=6;(4-1)/(3*1)=7
(0+3)*(4*0)=0;(1-4)/(5/1)=1
(4*0)+(3+4)=7;(5/1)-(4-5)=8
(1-4)*(0*4)=0;(2*5)/(1/5)=1
(4+2)+(4*4)=22;(5-3)-(5/5)=33
(1-1)+(4+0)=4;(2*2)-(5-1)=5
(4*4)+(2+3)=21;(5/5)-(3-4)=32
(1*3)-(0+0)=3;(2/4)*(1-1)=4
(0*0)*(1*0)=0;(1/1)/(2/1)=1
0-(0*4)=0;1*(1/5)=1
(2+3)+(3*4)=17;(3-4)-(4/5)=28
(1-1)-(0*2)=0;(2*2)*(1/3)=1
(2*1)*(4-0)=8;(3/2)/(5*1)=9
(3-0)-(0-1)=4;(4*1)*(1*2)=5
(2+2)*(3+3)=24;(3-3)/(4-4)=35
(0*2)*(2-0)=0;(1/3)/(3*1)=1
(4*1)-(3-2)=3;(5/2)*(4*3)=4
(4*0)*(1*2)=0;(5/1)/(2/3)=1
(4*1)-(0-4)=8;(5/2)*(1*5)=9
(4+3)+(1-3)=5;(5-4)-(2*4)=6
(1*4)*(3*2)=24;(2/5)/(4/3)=35
(3-2)+(1+3)=5;(4*3)-(2-4)=6
(4*0)+(3-1)=2;(5/1)-(4*2)=3
(4*3)*(0*4)=0;(5/4)/(1/5)=1
(4*3)+(0*1)=12;(5/4)-(1/2)=23
(4*3)-(4*0)=12;(5/4)*(5/1)=23
(4+2)*(3*1)=18;(5-3)/(4/2)=29
(0*1)+(2*2)=4;(1/2)-(3/3)=5
(3-2)*(2*4)=8;(4*3)/(3/5)=9
(4-1)-(2+0)=1;(5*2)*(3-1)=2
(3+3)+(4*1)=10;(4-4)-(5/2)=21
(1+0)+(2*1)=3;(2-1)-(3/2)=4
(0*0)*(4+2)=0;(1/1)/(5-3)=1
(4+3)+(0*3)=7;(5-4)-(1/4)=8
(1*0)+(0*3)=0;(2/1)-(1/4)=1
(2*3)*(2-0)=12;(3/4)/(3*1)=23
3-2=1;4*3=2
(2+3)-2=3;(3-4)*3=4
(2*4)+(2-2)=8;(3/5)-(3*3)=9
(3*4)+(0-0)=12;(4/5)-(1*1)=23
(2*1)+(1-1)=2;(3/2)-(2*2)=3
(3*1)-(0*4)=3;(4/2)*(1/5)=4
(2-4)*(0*3)=0;(3*5)/(1/4)=1
(1*4)*(4*2)=32;(2/5)/(5/3)=43
(2*0)*(0*0)=0;(3/1)/(1/1)=1
(0+4)+(4-0)=8;(1-5)-(5*1)=9
(3-4)+3=2;(4*5)-4=3
(3+1)*(0*0)=0;(4-2)/(1/1)=1
(4-3)*(2+4)=6;(5*4)/(3-5)=7
(3*3)-(4-3)=8;(4/4)*(5*4)=9
(3+3)*(3*1)=18;(4-4)/(4/2)=29
(2*3)*(3-3)=0;(3/4)/(4*4)=1
(2+2)-(0+2)=2;(3-3)*(1-3)=3
(3-2)*(4+3)=7;(4*3)/(5-4)=8
(3+2)*(0+4)=20;(4-3)/(1-5)=31
(3+4)*(1+3)=28;(4-5)/(2-4)=39
(3*1)-(0-4)=7;(4/2)*(1*5)=8
(1*1)+(0*1)=1;(2/2)-(1/2)=2
(3*4)-(1-2)=13;(4/5)*(2*3)=24
(1-1)*(0-1)=0;(2*2)/(1*2)=1
(0*3)+4=4;(1/4)-5=5
(2*2)+(1*4)=8;(3/3)-(2/5)=9
(3+4)-(3-1)=5;(4-5)*(4*2)=6
(4+2)*(3*0)=0;(5-3)/(4/1)=1
(1-0)*(0+2)=2;(2*1)/(1-3)=3
(2*3)*(1+2)=18;(3/4)/(2-3)=29
(4*1)-(1*1)=3;(5/2)*(2/2)=4
(3-0)*(1*1)=3;(4*1)/(2/2)=4
(3-0)+(3+4)=10;(4*1)-(4-5)=21
(4*3)+(4*0)=12;(5/4)-(5/1)=23
(4*2)+(0+3)=11;(5/3)-(1-4)=22
(1+1)+(4*0)=2;(2-2)-(5/1)=3
(4+3)*(0+0)=0;(5-4)/(1-1)=1
(2+2)-(3*1)=1;(3-3)*(4/2)=2
(2+3)-(3*1)=2;(3-4)*(4/2)=3
4+(0-0)=4;5-(1*1)=5
(3*2)+(1-3)=4;(4/3)-(2*4)=5
(4-4)+(2*0)=0;(5*5)-(3/1)=1
(2-2)*(3*3)=0;(3*3)/(4/4)=1
(3*1)*(0+3)=9;(4/2)/(1-4)=0
(0*4)-(2-2)=0;(1/5)*(3*3)=1
